6.443024077237321762e+03,1.479657681577332268e-02,1.195208035353073137e+04,6.396740546666062983e+03,6.954469054894246716e-02,9.669620047358214654e-04,1.048991287211033407e+00,2.142813700606980021e+01,4.185039167224805290e+00,8.911840714977244716e+03,3.260948781854316621e+03,1.613533774888124128e+01,4.628859661667707875e-02,9.707851134546679334e-03,1.920784792705070715e-02,1.109852323645318251e+01,3.131821528974290558e+00,7.460832849734987576e+03,2.746448272420848369e+01,8.312530331487636431e+03,1.024207461057315669e+02,5.113592275810243564e+02,9.470835141459352599e+03,3.466993205190277649e+02,1.752944694391235680e+00,4.157220292567307546e-02,8.551852869022737025e+01,1.266303424530548227e+00,5.930624324340662668e+01,9.798122089154347123e+03,4.996251230964701762e+01,8.396979471732050060e-01,5.611204453406582794e-05,2.079988694078675593e+01,3.184715427879272198e-01,5.644080304553187322e-01,6.652160593230739272e-01,9.476171989742844744e+03,2.841235427412502901e+00,5.554897372705882574e-01,7.914609845886383388e-01,5.477372400693673038e-01,1.921299445245018944e+00,1.085949920195205198e+00,7.809391763187476272e+02,2.499698395977092424e+00,1.380994172150527666e+00,7.723095928514335240e-01,1.407709198375358906e+00
6.444747959844956313e+03,1.660355163480736057e-02,1.195202239168165943e+04,6.396378930259968911e+03,6.570863775443490373e-02,8.448132071415581689e-04,1.044255768632382120e+00,2.143631098362286025e+01,4.180967871130017777e+00,9.468450900029656623e+03,3.302279457481357895e+03,1.609986180427173608e+01,4.630470506216216586e-02,9.245657711034027670e-03,2.144703139485261770e-02,1.109866868001125972e+01,3.105339583924522806e+00,7.473522118549148217e+03,2.747375461088241977e+01,8.312670952644943100e+03,1.023204142569959743e+02,5.123322994585953438e+02,9.470857356530885227e+03,3.481253035552848587e+02,1.746571190436936538e+00,4.502094088200686572e-02,8.552343126501088477e+01,1.287805545406329077e+00,5.946676059114051327e+01,9.770808228604146279e+03,5.031448573442122552e+01,9.000284305109187422e-01,6.524967948813562338e-05,2.091040209483856316e+01,3.162331166560467532e-01,5.709864714612256087e-01,6.643801699782581061e-01,9.490266697900240615e+03,3.069271943008854198e+00,5.863584491997756443e-01,7.935963538570339759e-01,5.078823307304278778e-01,1.918433757108371385e+00,1.078698627684996580e+00,7.794718691538064377e+02,2.497511647755792819e+00,1.433635866733532493e+00,7.723859165484477929e-01,1.634834119618792769e+00
6.123791689641167977e+03,1.635999567300839425e-02,1.195041991296884771e+04,6.396011093771170636e+03,6.427748327490984126e-02,9.771428266503487219e-04,1.049396442321523182e+00,2.136425807224880558e+01,4.194263535980747193e+00,8.912646794347811010e+03,3.262609699320199979e+03,1.614754550777114872e+01,4.469249907345574507e-02,1.029715730358492926e-02,1.714094763616871853e-02,1.105565676383877083e+01,3.114945010407468295e+00,7.461737792285979594e+03,2.748673327085856855e+01,8.312014679309455460e+03,1.024234926175105471e+02,5.170769727948253376e+02,9.468738146507044803e+03,3.479374988358888459e+02,1.766678677311732892e+00,5.360445545081460317e-02,8.564744929139602903e+01,1.288404319084776706e+00,5.930578554133690261e+01,9.805808163353936834e+03,4.995817542943732548e+01,8.873961635362728195e-01,6.590096679622225128e-05,2.079432146040330309e+01,3.081472225535017428e-01,5.802944269584848769e-01,6.661217907693416374e-01,9.477679677875941707e+03,2.841128871044904525e+00,3.276875874983179449e-01,7.929555372745890063e-01,5.749809208065314037e-01,1.940734393522323353e+00,1.086239481471175994e+00,7.840033810235302099e+02,2.495143149024488860e+00,1.405877396830232273e+00,7.700388355249728756e-01,1.730903446174217875e+00
6.440695696746816793e+03,1.700942384296297988e-02,1.195250635265732672e+04,6.395775960111497625e+03,6.422784253205923721e-02,1.294747865718373896e-03,1.049174714179692103e+00,2.145332251826939896e+01,4.566714987416953697e+00,8.815333542866173957e+03,3.289440713440613308e+03,1.611166845389022129e+01,4.655134171083821076e-02,9.744622007597538577e-03,1.957530716506371976e-02,1.109750087187333278e+01,3.110847235387807608e+00,7.304010617151932820e+03,2.689879978900830793e+01,8.339457228797229618e+03,1.025034232591651175e+02,5.093108293376133133e+02,9.418931852768824683e+03,3.475399364239685838e+02,1.753733738322313274e+00,9.155090379111217869e-02,8.551868513555795914e+01,1.289507340140079839e+00,5.930628828411499853e+01,9.737911167324331473e+03,5.003009325515902361e+01,8.874329301328710562e-01,6.320562085472409262e-05,2.081822245278782901e+01,3.140079708884117027e-01,5.643700413039396402e-01,6.652966461354092864e-01,9.477667041723891089e+03,2.840114353953459236e+00,5.604748373196154487e-01,7.923897969711785061e-01,5.371399852271007136e-01,1.926025200795088432e+00,1.085172328683887466e+00,7.818573699215787656e+02,2.498960889480709380e+00,1.420437994831438955e+00,7.698268348170479447e-01,1.561943063261573839e+00
6.442945593167459265e+03,1.711614360046102151e-02,1.195207339023064742e+04,6.380993074593088750e+03,6.420216727811538238e-02,7.959418299202518669e-04,1.049820638742108514e+00,2.179621405269436352e+01,4.185992406604163385e+00,8.922355717369302511e+03,3.285690012071207093e+03,1.613891509260388446e+01,4.538394456719285763e-02,9.327875626678062970e-03,2.051019983427019439e-02,1.107280130000662055e+01,3.092106945461083445e+00,7.477094419835229019e+03,2.748723746134338697e+01,8.312544265850543525e+03,1.026057668151896110e+02,5.113767465438677959e+02,9.470676097934659992e+03,3.477437566512437570e+02,1.753202530682613558e+00,4.943900256792931741e-02,8.551884055424062581e+01,1.289635890491407810e+00,5.929590324726149930e+01,9.783695549508423937e+03,4.995396650921038884e+01,8.934970746805387387e-01,6.654030034666039422e-05,2.081273020195038370e+01,3.382892229131647110e-01,5.534692747003548963e-01,6.809042802103094649e-01,9.449593852196136140e+03,3.300375763207120450e+00,5.660861984208686026e-01,7.939088558574285415e-01,5.370360311917512508e-01,1.924702753857562065e+00,1.081461252030546216e+00,7.821081846547524492e+02,2.494315854690947187e+00,1.449320082612428839e+00,7.696100237716438919e-01,1.523800731524137531e+00
6.403903337296395875e+03,1.664911043862715712e-02,1.194865355919016474e+04,6.396384283985438742e+03,6.473304609718986968e-02,6.909878401786101725e-04,1.048881490192286270e+00,2.231831916818260808e+01,4.185097435121894804e+00,8.908859208061632671e+03,3.284883099264623070e+03,1.613919259618859314e+01,4.607176642604601802e-02,9.325012776709325907e-03,1.933530453404336616e-02,1.109851616695524257e+01,3.022241923073354375e+00,7.460760567307864221e+03,2.746666560115448519e+01,6.961565063702832049e+03,1.021775078254171945e+02,5.113602192296731346e+02,9.489558318121276898e+03,3.476583718822364517e+02,1.753499864830984079e+00,4.554601239017690845e-02,8.213121588834739839e+01,1.287498655633215083e+00,5.931075529856914130e+01,9.790275263664550948e+03,4.996183662135963743e+01,8.903037210148985192e-01,6.335753006100256054e-05,2.081457345648979995e+01,3.139045623400482099e-01,5.643662640389121021e-01,6.894203478628312398e-01,9.476062720643874854e+03,2.841125768777647220e+00,5.547299685274096337e-01,7.939410511133168091e-01,5.367239740675147086e-01,1.924675001736262825e+00,1.085312091653301891e+00,8.139199648287635682e+02,2.492912132305549200e+00,1.414196347707267210e+00,7.528488514961252376e-01,1.530269283807516922e+00
6.443023733192392683e+03,1.587143581617152244e-02,1.195160284974452588e+04,6.408312103947112519e+03,6.427351209641328500e-02,9.793085242864260371e-04,1.042025113385982582e+00,2.143673951770450614e+01,4.184842594245315794e+00,9.013922590202575520e+03,3.288684714987544794e+03,1.614011514082009313e+01,4.609678347062007298e-02,9.084210740541959900e-03,1.959389883951872038e-02,1.109863376333019858e+01,3.109142496088865837e+00,7.456973570660575206e+03,2.747265634675537171e+01,8.294148964222393261e+03,1.026861581748294583e+02,5.114229343084301718e+02,9.384006315419024759e+03,3.482977972441786960e+02,1.756881781218058158e+00,6.781030916590405355e-02,8.564915746921529660e+01,1.287522201513410458e+00,5.936945082873707946e+01,9.769693947514879255e+03,5.128947004988281577e+01,8.899566734394851464e-01,6.196964776138362411e-05,2.079197967309653095e+01,3.137440548443378163e-01,5.643702393039334853e-01,6.560641547163288401e-01,9.470528169391704068e+03,3.404683851393426330e+00,5.551985233059594238e-01,7.701919638847013472e-01,5.371991727362719349e-01,1.929399737777740764e+00,1.085333511534550377e+00,7.824812073199398128e+02,2.497496312892359960e+00,1.340224411319429265e+00,7.697288724384057090e-01,1.802280889663731234e+00
6.441700077809688082e+03,1.743138348839503096e-02,1.187762395116739026e+04,6.323748073716342333e+03,5.664975032886051393e-02,1.182668760234019184e-03,1.049037702617772627e+00,2.143590916068429664e+01,4.168702838894779994e+00,9.411747889436323021e+03,3.265823580708550708e+03,1.613968527681222653e+01,4.612702128598104162e-02,8.971708898829949819e-03,1.941200237024763575e-02,1.109627493048509095e+01,3.108039230240298600e+00,7.460843760943350389e+03,2.748016858596847456e+01,8.247750494102443554e+03,1.024750555375127874e+02,5.107128322101167441e+02,9.470877475992940163e+03,3.483081721095650778e+02,1.755740270856244178e+00,3.212922968960945508e-02,8.551623992683100539e+01,1.288749847815703342e+00,5.995692884021007529e+01,9.785889084669055592e+03,4.997982809382841651e+01,8.916261896472408299e-01,6.147969461176617547e-05,2.081983906447131716e+01,3.131324925217842670e-01,5.626939313254123443e-01,6.651109584505425776e-01,9.480754882524961431e+03,2.850769004867911516e+00,5.553964802715196658e-01,7.943426922078925534e-01,5.272824576723937895e-01,1.924648924894651225e+00,1.085772102774777981e+00,7.795533704343972659e+02,2.561147469088290940e+00,1.427742561124107690e+00,7.636387310881677104e-01,1.511148273644522977e+00
6.444325969695125423e+03,1.780261191742148891e-02,1.195255682880888889e+04,6.396263041489096395e+03,6.428100146884982435e-02,9.783870968766165879e-04,1.048972799458568250e+00,2.143704814863991359e+01,4.185728034180972834e+00,8.912443755336309550e+03,3.283976008937172537e+03,1.613930461412017081e+01,4.610020724342319548e-02,9.325050743113601562e-03,1.938217931724633969e-02,1.109853058302435613e+01,3.110400541339377600e+00,7.460820990949528095e+03,2.746850331679145540e+01,8.312336573099450106e+03,1.023038210404220507e+02,5.113566972847772831e+02,9.470861441331267997e+03,3.476692162540319373e+02,1.753965757513804569e+00,4.560356558259010679e-02,8.551852534985127363e+01,1.287496732119645548e+00,5.930489156151765684e+01,9.789782929284579950e+03,4.996410358480635239e+01,8.903570571520017518e-01,6.340649427554578127e-05,2.081259597861919275e+01,3.137129596703705503e-01,5.643742969514147223e-01,6.652562118663344348e-01,9.478011913658758203e+03,2.841133645267506669e+00,5.547304799375720741e-01,7.940358018256445938e-01,5.388087596091761799e-01,1.924701809377762141e+00,1.085320687434611298e+00,7.818339894912029422e+02,2.493153668111770749e+00,1.412889632914391624e+00,7.695636287405460685e-01,1.538945284760050658e+00
6.516453407101190351e+03,1.644284945326415781e-02,1.195269054412134756e+04,6.387923518558999604e+03,6.426989278278476270e-02,9.856870894380505635e-04,1.047208248574956091e+00,2.143597135439418366e+01,4.187186600695841143e+00,8.912678959895933076e+03,3.265591012538878203e+03,1.605693650724260735e+01,4.598980871042889634e-02,9.307763079480850868e-03,1.911651429023116661e-02,1.109211827065686862e+01,3.104509090614618216e+00,7.455862231331439943e+03,2.747203052289878045e+01,8.312966119812925172e+03,1.022957158976823706e+02,5.061154748581009812e+02,9.470973427031254687e+03,3.481488020339596687e+02,1.749150591350331130e+00,1.042169565394783920e-01,8.551709795103919021e+01,1.285560352843327481e+00,5.915910624452769184e+01,9.676325904928142336e+03,4.996305973265496903e+01,8.993829389442915545e-01,6.186494784813621761e-05,2.080959885404412901e+01,3.169037667123852375e-01,5.620313337254854158e-01,6.581382171039475981e-01,9.487908320513919534e+03,2.841606081127298289e+00,5.522691408842428373e-01,7.935761416624296238e-01,5.442849564872254131e-01,1.925856973724282550e+00,1.067904912820354157e+00,7.834753690640138757e+02,2.510259889180053605e+00,1.408222938027600790e+00,7.700474536527461833e-01,1.446872874854239654e+00
